word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
ה|כפר	הַ|כְּפָר	כְּפָר	כפר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַכְּפָר	כְּפָר

שורק	שׁוֹרֵק	שׁרק	שׁרק	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹרֵק	שׁוֹרֵק
פזמון	פִּזְמוֹן	פִּזְמוֹן	פזמון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	פִּזְמוֹן	פִּזְמוֹן
מתוך	מִתּוֹךְ	מִתּוֹךְ	מתוך	PREPOSITION												False	מִתּוֹךְ	מִתּוֹךְ
""""	""""			PUNCTUATION												False	""""	""""
שיר	שִׁיר	שִׁיר	שיר	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	שִׁיר	שִׁיר
ה|קטר	הַ|קַּטָּר	קַטָּר	קטר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַקַּטָּר	קַטָּר
""""	""""			PUNCTUATION												False	""""	""""

אך	אַךְ	אַךְ	אך	CONJUNCTION												False	אַךְ	אַךְ
ל|איש	לְ|אִישׁ	אִישׁ	איש	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְאִישׁ	אִישׁ
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
מזכיר	מַזְכִּיר	מַזְכִּיר	מזכיר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מַזְכִּיר	מַזְכִּיר
דבר	דָּבָר	דָּבָר	דבר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	דָּבָר	דָּבָר
.	.			PUNCTUATION												False	.	.

ב|אופניים	בְּ|אוֹפַנַּיִם	אוֹפַנַּיִם	אופניים	NOUN	PREPOSITION	MASCULINE	DUAL		ABSOLUTE							False	בְּאוֹפַנַּיִם	אוֹפַנַּיִם
ש|חצו	שֶׁ|חָצוּ	חוץ	חוץ	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PAAL					False	שֶׁחָצוּ	חָצוּ
שדות	שָׂדוֹת	שָׂדֶה	שדה	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	שָׂדוֹת	שָׂדוֹת

גלגל	גַּלְגַּל	גַּלְגַּל	גלגל	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	גַּלְגַּל	גַּלְגַּל
חסר	חֲסַר	חָסֵר	חסר	ADJECTIVE		MASCULINE	SINGULAR		CONSTRUCT							False	חֲסַר	חֲסַר
כנפיים	כְּנָפַיִם	כָּנָף	כנף	NOUN		FEMININE	PLURAL		ABSOLUTE							False	כְּנָפַיִם	כְּנָפַיִם
חלודות	חֲלוּדוֹת	חָלוּד	חלוד	ADJECTIVE		FEMININE	PLURAL		ABSOLUTE							False	חֲלוּדוֹת	חֲלוּדוֹת

ו|על	וְ|עַל	עַל	על	PREPOSITION	CONJUNCTION											False	וְעַל	עַל
ה|עץ	הָ|עֵץ	עֵץ	עץ	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָעֵץ	עֵץ
תלויות	תְּלוּיוֹת	תלי	תלי	VERB		FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	תְּלוּיוֹת	תְּלוּיוֹת
שתי	שְׁתֵּי	שְׁנַיִם	שניים	NUMERAL		FEMININE	DUAL		CONSTRUCT							False	שְׁתֵּי	שְׁתֵּי
נדנדות	נַדְנֵדוֹת	נַדְנֵדָה	נדנדה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	נַדְנֵדוֹת	נַדְנֵדוֹת

רק	רַק	רַק	רק	ADVERB												False	רַק	רַק
ב|רוח	בָּ|רוּחַ	רוּחַ	רוח	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINEFEMININE	SINGULAR		ABSOLUTE							False	בָּרוּחַ	רוּחַ
הן	הֵן	הוּא	הוא	PRONOUN		FEMININE	PLURAL	PERSON_3								False	הֵן	הֵן
מתנדנדות	מִתְנַדְנְדוֹת	נדנד	נדנד	VERB		FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְנַדְנְדוֹת	מִתְנַדְנְדוֹת
.	.			PUNCTUATION												False	.	.

ו|ריח	וְ|רֵיחַ	רֵיחַ	ריח	NOUN	CONJUNCTION	MASCULINE	SINGULAR		CONSTRUCT							False	וְרֵיחַ	רֵיחַ
מלונים	מְלוֹנִים	מָלוֹן	מלון	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	מְלוֹנִים	מְלוֹנִים
עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
דבק	דֶּבֶק	דֶּבֶק	דבק	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	דֶּבֶק	דֶּבֶק
אורנים	אֳרָנִים	אֹרֶן	אורן	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	אֳרָנִים	אֳרָנִים
...	...			PUNCTUATION												False	...	...

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
יוצא	יוֹצֵא	יצא	יצא	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יוֹצֵא	יוֹצֵא
ב|דרך	בַּ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּדֶּרֶךְ	דֶּרֶךְ
ה|כורכר	הַ|כֻּרְכָּר	כֻּרְכָּר	כורכר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַכֻּרְכָּר	כֻּרְכָּר

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
חושב	חוֹשֵׁב	חשׁב	חשׁב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	חוֹשֵׁב	חוֹשֵׁב
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אפר	אֵפֶר	אֵפֶר	אפר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אֵפֶר	אֵפֶר
ו|עפר	וְ|עָפָר	עָפָר	עפר	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	וְעָפָר	עָפָר

על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
עכשיו	עַכְשָׁו	עַכְשָׁו	עכשיו	ADVERB												False	עַכְשָׁו	עַכְשָׁו
ו|מה	וּ|מָה	מָה	מה	INTERROGATIVE	CONJUNCTION											False	וּמָה	מָה
שב|עבר	שֶׁבֶּ|עָבָר	עָבָר	עבר	NOUN	DEFINITEARTICLE+PREPOSITION+RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	שֶׁבֶּעָבָר	עָבָר

ו|על	וְ|עַל	עַל	על	PREPOSITION	CONJUNCTION											False	וְעַל	עַל
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
ש|כבר	שֶׁ|כְּבָר	כְּבָר	כבר	ADVERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁכְּבָר	כְּבָר
מחשיך	מַחֲשִׁיךְ	חשׁך	חשׁך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַחֲשִׁיךְ	מַחֲשִׁיךְ
ו|קר	וְ|קַר	קַר	קר	ADJECTIVE	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	וְקַר	קַר
.	.			PUNCTUATION												False	.	.

ו|ריח	וְ|רֵיחַ	רֵיחַ	ריח	NOUN	CONJUNCTION	MASCULINE	SINGULAR		CONSTRUCT							False	וְרֵיחַ	רֵיחַ
מלונים	מְלוֹנִים	מָלוֹן	מלון	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	מְלוֹנִים	מְלוֹנִים
עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
דבק	דֶּבֶק	דֶּבֶק	דבק	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	דֶּבֶק	דֶּבֶק
אורנים	אֳרָנִים	אֹרֶן	אורן	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	אֳרָנִים	אֳרָנִים
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ
ל|בית	לְ|בֵית	בַּיִת	בית	NOUN	PREPOSITION	MASCULINE	SINGULAR		CONSTRUCT							False	לְבֵית	בֵּית
שאן	שְׁאָן	שְׁאָן	שאן	PROPERNAME												False	שְׁאָן	שְׁאָן
/	/			PUNCTUATION												False	/	/
גרי	גֵּרִי	גֵּרִי	גרי	PROPERNAME												False	גֵּרִי	גֵּרִי
אקשטיין	אֶקְשְׁטֵיְן	אֶקְשְׁטֵיְן	אקשטיין	PROPERNAME												False	אֶקְשְׁטֵיְן	אֶקְשְׁטֵיְן

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
חשמל	חַשְׁמַל	חַשְׁמַל	חשמל	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חַשְׁמַל	חַשְׁמַל
ו|אין	וְ|אֵין	אֵין	אין	NEGATION	CONJUNCTION											False	וְאֵין	אֵין
אפילו	אֲפִלּוּ	אֲפִלּוּ	אפילו	CONJUNCTION												False	אֲפִלּוּ	אֲפִלּוּ
מים	מַיִם	מַיִם	מים	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	מַיִם	מַיִם

ו|אין	וְ|אֵין	אֵין	אין	NEGATION	CONJUNCTION											False	וְאֵין	אֵין
גם	גַּם	גַּם	גם	CONJUNCTION												False	גַּם	גַּם
אף	אַף	אַף	אף	QUANTIFIER					ABSOLUTE							False	אַף	אַף
אחד	אֶחָד	אֶחָד	אחד	NUMERAL		MASCULINE	SINGULAR		ABSOLUTE							False	אֶחָד	אֶחָד
ש|מתקן	שֶׁ|מְּתַקֵּן	תקן	תקן	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	שֶׁמְּתַקֵּן	מְתַקֵּן
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
ת'גרביים	תַּ'גְּרָבִיִּים			NOUN		FEMININE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN				False	תַּ'גְּרָבִיִּים	תַּ'גְּרָבִיִּים
,	,			PUNCTUATION												False	,	,
אבל	אֲבָל	אֲבָל	אבל	CONJUNCTION												False	אֲבָל	אֲבָל

יש	יֵשׁ	יֵשׁ	יש	EXISTENTIAL												False	יֵשׁ	יֵשׁ
מקום	מָקוֹם	מָקוֹם	מקום	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מָקוֹם	מָקוֹם
אחר	אַחֵר	אַחֵר	אחר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אַחֵר	אַחֵר
ו|הוא	וְ|הוּא	הוּא	הוא	PRONOUN	CONJUNCTION	MASCULINE	SINGULAR	PERSON_3								False	וְהוּא	הוּא
הרבה	הַרְבֵּה	הַרְבֵּה	הרבה	ADVERB												False	הַרְבֵּה	הַרְבֵּה
יותר	יוֹתֵר	יוֹתֵר	יותר	ADVERB												False	יוֹתֵר	יוֹתֵר
יפה	יָפֶה	יָפֶה	יפה	PROPERNAME												False	יָפֶה	יָפֶה

ה|אויר	הָ|אֲוִיר	אֲוִיר	אוויר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָאֲוִיר	אֲוִיר
נקי	נָקִי	נָקִי	נקי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	נָקִי	נָקִי
ו|זה	וְ|זֶה	זֶה	זה	PRONOUN	CONJUNCTION	MASCULINE	SINGULAR	PERSON_3								False	וְזֶה	זֶה
ממש	מַמָּשׁ	מַמָּשׁ	ממש	ADVERB												False	מַמָּשׁ	מַמָּשׁ
שווה	שָׁוֶה	שָׁוֶה	שווה	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	שָׁוֶה	שָׁוֶה
זהב	זָהָב	זָהָב	זהב	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	זָהָב	זָהָב
,	,			PUNCTUATION												False	,	,
אהה	אֲהָהּ	אֲהָהּ	אהה	INTERJECTION												False	אֲהָהּ	אֲהָהּ

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
פה	פֹּה	פֹּה	פה	ADVERB												False	פֹּה	פֹּה
להשיג	לְהַשִּׂיג	נשׂג	נשׂג	VERB						TOINFINITIVE	BINYAN_HIFIL					False	לְהַשִּׂיג	לְהַשִּׂיג
שום	שׁוּם	שׁוּם	שום	QUANTIFIER					ABSOLUTECONSTRUCT							False	שׁוּם	שׁוּם
סיגריה	סִיגַרְיָה	סִיגַרְיָה	סיגריה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	סִיגַרְיָה	סִיגַרְיָה
ב|מכולת	בַּ|מַּכֹּלֶת	מַכֹּלֶת	מכולת	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּמַּכֹּלֶת	מַכֹּלֶת

ו|אין	וְ|אֵין	אֵין	אין	NEGATION	CONJUNCTION											False	וְאֵין	אֵין
כאן	כָּאן	כָּאן	כאן	ADVERB												False	כָּאן	כָּאן
אף	אַף	אַף	אף	CONJUNCTION												False	אַף	אַף
אחת	אַחַת	אֶחָד	אחד	NUMERAL		FEMININE	SINGULAR		ABSOLUTECONSTRUCT							False	אַחַת	אַחַת
ש|תסבן	שֶׁ|תְּסַבֵּן	סבן	סבן	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	FEMININE	SINGULAR	PERSON_3		FUTURE	BINYAN_PIEL					False	שֶׁתְּסַבֵּן	תְּסַבֵּן
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|גב	הַ|גַּב	גַּב	גב	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַגַּב	גַּב
,	,			PUNCTUATION												False	,	,
אגב	אַגַּב	אַגַּב	אגב	PREPOSITION												False	אַגַּב	אַגַּב

יש	יֵשׁ	יֵשׁ	יש	EXISTENTIAL												False	יֵשׁ	יֵשׁ
פינה	פִּנָּה	פִּנָּה	פינה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	פִּנָּה	פִּנָּה
למטה	לְמַטָּה	לְמַטָּה	למטה	ADVERB												False	לְמַטָּה	לְמַטָּה
ב|כיכר	בַּ|כִּכָּר	כִּכָּר	כיכר	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINEFEMININE	SINGULAR		ABSOLUTE							False	בַּכִּכָּר	כִּכָּר

ו|אלף	וְ|אֶלֶף	אֶלֶף	אלף	NUMERAL	CONJUNCTION	MASCULINE	SINGULARPLURAL		ABSOLUTE							False	וְאֶלֶף	אֶלֶף
בחורות	בַּחוּרוֹת	בַּחוּרָה	בחורה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	בַּחוּרוֹת	בַּחוּרוֹת
כבר	כְּבָר	כְּבָר	כבר	ADVERB												False	כְּבָר	כְּבָר
מחכות	מְחַכּוֹת	חכי	חכי	VERB		FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְחַכּוֹת	מְחַכּוֹת
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
שם	שָׁם	שָׁם	שם	ADVERB												False	שָׁם	שָׁם
עכשיו	עַכְשָׁו	עַכְשָׁו	עכשיו	ADVERB												False	עַכְשָׁו	עַכְשָׁו
,	,			PUNCTUATION												False	,	,
אהה	אֲהָהּ	אֲהָהּ	אהה	INTERJECTION												False	אֲהָהּ	אֲהָהּ

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ
,	,			PUNCTUATION												False	,	,
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ
ל|בית	לְ|בֵית	בַּיִת	בית	NOUN	PREPOSITION	MASCULINE	SINGULAR		CONSTRUCT							False	לְבֵית	בֵּית
שאן	שְׁאָן	שְׁאָן	שאן	PROPERNAME												False	שְׁאָן	שְׁאָן

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ
,	,			PUNCTUATION												False	,	,
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ

ל|בית	לְ|בֵית	בַּיִת	בית	NOUN	PREPOSITION	MASCULINE	SINGULAR		CONSTRUCT							False	לְבֵית	בֵּית
שאן	שְׁאָן	שְׁאָן	שאן	PROPERNAME												False	שְׁאָן	שְׁאָן

עוד	עוֹד	עוֹד	עוד	QUANTIFIER					ABSOLUTECONSTRUCT							False	עוֹד	עוֹד
רפורט	רַפּוֹרְט	רַפּוֹרְט	רפורט	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	רַפּוֹרְט	רַפּוֹרְט
חטפתי	חָטַפְתִּי	חטף	חטף	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	חָטַפְתִּי	חָטַפְתִּי
ב|קולנוע	בְּ|קוֹלְנוֹעַ	קוֹלְנוֹעַ	קולנוע	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּקוֹלְנוֹעַ	קוֹלְנוֹעַ

ו|גם	וְ|גַם	גַּם	גם	CONJUNCTION	CONJUNCTION											False	וְגַם	גַּם
קיבלתי	קִבַּלְתִּי	קבל	קבל	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PIEL					False	קִבַּלְתִּי	קִבַּלְתִּי
הזמנה	הַזְמָנָה	הַזְמָנָה	הזמנה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	הַזְמָנָה	הַזְמָנָה
ל|בית	לְ|בֵית	בַּיִת	בית	NOUN	PREPOSITION	MASCULINE	SINGULAR		CONSTRUCT							False	לְבֵית	בֵּית
משפט	מִשְׁפָּט	מִשְׁפָּט	משפט	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מִשְׁפָּט	מִשְׁפָּט
ב|שבת	בְּ|שַׁבָּת	שַׁבָּת	שבת	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בְּשַׁבָּת	שַׁבָּת

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
נשאר	נִשְׁאַר	שׁאר	שׁאר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נִשְׁאַר	נִשְׁאַר
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
כח	כֹּחַ	כּוֹחַ	כוח	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	כֹּחַ	כֹּחַ
,	,			PUNCTUATION												False	,	,
יצא	יָצָא	יצא	יצא	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	יָצָא	יָצָא
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
ה|מיץ	הַ|מִּיץ	מִיץ	מיץ	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמִּיץ	מִיץ

ה|מצב	הַ|מַּצָּב	מַצָּב	מצב	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמַּצָּב	מַצָּב
קשה	קָשֶׁה	קָשֶׁה	קשה	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קָשֶׁה	קָשֶׁה
ו|יש	וְ|יֵשׁ	יֵשׁ	יש	EXISTENTIAL	CONJUNCTION											False	וְיֵשׁ	יֵשׁ
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
חשק	חֵשֶׁק	חֵשֶׁק	חשק	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חֵשֶׁק	חֵשֶׁק
להרביץ	לְהַרְבִּיץ	רבץ	רבץ	VERB						TOINFINITIVE	BINYAN_HIFIL					False	לְהַרְבִּיץ	לְהַרְבִּיץ
,	,			PUNCTUATION												False	,	,
אהה	אֲהָהּ	אֲהָהּ	אהה	INTERJECTION												False	אֲהָהּ	אֲהָהּ

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ
,	,			PUNCTUATION												False	,	,
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולך	הוֹלֵךְ	הלך	הלך	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֵךְ	הוֹלֵךְ
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
צוותא	צַוְתָּא	צַוְתָּא	צוותא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	צַוְתָּא	צַוְתָּא
/	/			PUNCTUATION												False	/	/
שלמה	שְׁלֹמֹה	שְׁלֹמֹה	שלמה	PROPERNAME												False	שְׁלֹמֹה	שְׁלֹמֹה
ארצי	אַרְצִי	אַרְצִי	ארצי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אַרְצִי	אַרְצִי

זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
כבר	כְּבָר	כְּבָר	כבר	ADVERB												False	כְּבָר	כְּבָר
כמה	כַּמָּה	כַּמָּה	כמה	QUANTIFIER					ABSOLUTECONSTRUCT							False	כַּמָּה	כַּמָּה
ימים	יָמִים	יוֹם	יום	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	יָמִים	יָמִים

שב	שָׁב	שׁוב	שׁוב	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	שָׁב	שָׁב
""""	""""			PUNCTUATION												False	""""	""""
צוותא	צַוְתָּא	צַוְתָּא	צוותא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	צַוְתָּא	צַוְתָּא
""""	""""			PUNCTUATION												False	""""	""""
מופיע	מוֹפִיעַ	יפע	יפע	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מוֹפִיעַ	מוֹפִיעַ
זמר	זֶמֶר	זֶמֶר	זמר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	זֶמֶר	זֶמֶר
מחופש	מְחֻפָּשׂ	מְחֻפָּשׂ	מחופש	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	מְחֻפָּשׂ	מְחֻפָּשׂ

עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
